date,course,race_name,race_time,horse,horse_norm,market_odds,market_odds_fractional,source_file
2026-05-14,Harrington Raceway,Pace 1m,21:07,Slugger On Deck,slugger on deck,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:07,Hurrikane Miki,hurrikane miki,8.0,7/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:07,Hypebeast,hypebeast,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:07,Mr Three O Five,mr three o five,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:07,Shore Not Beach,shore not beach,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Sweet Angel Boy,sweet angel boy,2.4,7/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Madewrite,madewrite,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Hes A Ladies Man,hes a ladies man,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Zip Time,zip time,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Bodega Bay,bodega bay,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Herb,herb,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:23,Flash Move,flash move,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Portugal The Man,portugal the man,2.4,7/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Master Ofthe House,master ofthe house,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,The Dragon Reborn,the dragon reborn,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Aloha Blue Chip,aloha blue chip,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Do What U Do,do what u do,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Hunt Me Up,hunt me up,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Shifty Hill,shifty hill,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:41,Cheezwiz,cheezwiz,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,Armada Hanover,armada hanover,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,Wager On Me,wager on me,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,Hundred Dollar Man,hundred dollar man,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,My Miki Beach,my miki beach,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,T Dog,t dog,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,Steven's Saloon,steven's saloon,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,21:58,Wehadababyetzaboy,wehadababyetzaboy,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Iheartmum,iheartmum,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,He's Peeping,he's peeping,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Hickock,hickock,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Freddie Hill,freddie hill,10.0,9/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Always Has Been,always has been,2.8,9/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Boomerang Cowboy,boomerang cowboy,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,Wheelhouse Hanover,wheelhouse hanover,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:15,More Medhurst,more medhurst,10.0,9/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Rockmyster N,rockmyster n,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Imoutthedoor,imoutthedoor,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Chip In Blue,chip in blue,2.6,8/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,World Beater,world beater,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Metallica,metallica,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Sprocket,sprocket,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Lous Sassin,lous sassin,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:32,Defiant Character,defiant character,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Asteroid Ccl,asteroid ccl,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Imahungrybaker,imahungrybaker,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Clouseau,clouseau,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Commander Crunch,commander crunch,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Good Lookin,good lookin,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Prime Hanover,prime hanover,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,22:48,Ricky Hill,ricky hill,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Uncle Dd,uncle dd,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Blood Feud,blood feud,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Hurrikane Georgie,hurrikane georgie,2.8,9/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Kerford Road A,kerford road a,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,The Candyman Can,the candyman can,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Topville Somrocket,topville somrocket,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Ds Heartland,ds heartland,8.0,7/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:07,Under Contract,under contract,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Brookview Dice,brookview dice,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Jersey Beach,jersey beach,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Salazar Hanover,salazar hanover,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Hotchkiss,hotchkiss,2.4,7/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Up To Mama,up to mama,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Cavalli Island,cavalli island,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Don't Say Maybe,don't say maybe,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:24,Southwind Iron,southwind iron,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Southwind Pharoah,southwind pharoah,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Art Scaping,art scaping,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Iwannabewithyou,iwannabewithyou,2.8,9/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Primary Colors,primary colors,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Top Genius,top genius,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,On The Cards N,on the cards n,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Forward Look,forward look,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:40,Stunners Wish,stunners wish,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Think Big,think big,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Ragnar,ragnar,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Arette,arette,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,K D's Song,k d's song,2.6,8/5,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Roman Raider,roman raider,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Sweetnfast,sweetnfast,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Fastest Road,fastest road,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,23:56,Speaksoftlytome,speaksoftlytome,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Master Rigger,master rigger,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Ats Hanover,ats hanover,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Proper One,proper one,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Tyson Hanover,tyson hanover,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Saulsbrook Genesis,saulsbrook genesis,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Back Pocket Miki,back pocket miki,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Joker On Jack,joker on jack,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:11,Rocknroll Lou,rocknroll lou,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Sir Charles Of Sky,sir charles of sky,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Live Love Lindy,live love lindy,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Adam Twelve,adam twelve,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Balder Son,balder son,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,D Day Hill,d day hill,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Brazen Brazilian,brazen brazilian,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Girldad,girldad,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Harrington Raceway,Pace 1m,00:20,Double Metal,double metal,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,Winehouse (Brz),winehouse (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,Mountain Bike (Brz),mountain bike (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,Not To Worry (Brz),not to worry (brz),1.6,3/5,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,Noli Cry (Brz),noli cry (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,Ustaritz (Brz),ustaritz (brz),6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1600mtr,21:38,German Glory (Brz),german glory (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Time Is Now (Brz),time is now (brz),1.8,4/5,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Valparaiso (Brz),valparaiso (brz),2.0,1/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Contessa (Brz),contessa (brz),51.0,50/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Tunga (Brz),tunga (brz),51.0,50/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Ragnar Lodbrok (Brz),ragnar lodbrok (brz),7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1900mtr,22:13,Sonic Do Iguassu (Brz),sonic do iguassu (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Noirien Blanc (Brz),noirien blanc (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Pixdecem (Brz),pixdecem (brz),6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Rainha Da Sucata (Brz),rainha da sucata (brz),13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Laugh Forever (Brz),laugh forever (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Mark Rohtko (Brz),mark rohtko (brz),5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Indian-Vip (Brz),indian-vip (brz),4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1300mtr,22:42,Kaiaki D'anafer (Brz),kaiaki d'anafer (brz),1.8,4/5,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Toda Chic (Brz),toda chic (brz),3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Tulinha (Brz),tulinha (brz),16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Zahrina (Brz),zahrina (brz),3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Oh Well (Brz),oh well (brz),7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Orange Et Bleu (Brz),orange et bleu (brz),13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Sofia Sol (Brz),sofia sol (brz),4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1500mtr,23:08,Pilavas (Brz),pilavas (brz),31.0,30/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Of The Wind (Brz),of the wind (brz),51.0,50/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Imperador Do Tempo (Brz),imperador do tempo (brz),19.0,18/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Xavier (Brz),xavier (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Zhaar (Brz),zhaar (brz),1.8,4/5,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Orlando Magic (Brz),orlando magic (brz),16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Tesla Do Iguassu (Brz),tesla do iguassu (brz),2.0,1/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Numbat (Brz),numbat (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1300mtr,23:36,Estoril (Brz),estoril (brz),9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Nada Me Aborrece (Brz),nada me aborrece (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Sonho Bom (Brz),sonho bom (brz),7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Jeito Certo (Brz),jeito certo (brz),31.0,30/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Veep (Brz),veep (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Opostosseatraem (Brz),opostosseatraem (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Off Piste (Brz),off piste (brz),16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Paramount (Brz),paramount (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Post Heart (Brz),post heart (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Claiming 1000mtr,00:07,Nikoon (Brz),nikoon (brz),19.0,18/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Key Right (Brz),key right (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Bastogne (Brz),bastogne (brz),6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Dona Del Tiempo (Brz),dona del tiempo (brz),16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Guacho Bryan (Brz),guacho bryan (brz),6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Queen Of Ibiza (Brz),queen of ibiza (brz),9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Hora Da Vitoria (Brz),hora da vitoria (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Rivello (Brz),rivello (brz),31.0,30/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Top Of The Hill (Brz),top of the hill (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Maiden Special 1200mtr,00:28,Villerville (Brz),villerville (brz),21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Scarface (Brz),scarface (brz),3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Palmar Point (Brz),palmar point (brz),13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,El Cielo Zip (Brz),el cielo zip (brz),5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Fast Volk (Brz),fast volk (brz),9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Enough Fast (Brz),enough fast (brz),7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,New Galileo (Brz),new galileo (brz),11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Ybitu (Brz),ybitu (brz),31.0,30/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,King George (Brz),king george (brz),16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Ta Fora (Brz),ta fora (brz),8.0,7/1,us_racecards_2026-05-14.json
2026-05-14,BR - Gavea (simulcast),Allowance 1000mtr,01:00,Moncho (Brz),moncho (brz),9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,National Punchline,national punchline,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,R Elliot,r elliot,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,Souper Justified,souper justified,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,Semper Anticus,semper anticus,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,How About It,how about it,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,Pop Neigh,pop neigh,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 6f,23:04,Finn D'oro,finn d'oro,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Kingdom's Spirit,kingdom's spirit,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Solo Surprise,solo surprise,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Nun Gimel Hay Po,nun gimel hay po,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Revocata,revocata,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Heavenly Lady,heavenly lady,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,My Angel Does,my angel does,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Siljim,siljim,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Bougie Like,bougie like,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 6f,23:30,Cicatriz,cicatriz,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,Impostora,impostora,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,She's A Rock,she's a rock,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,Catrina Zar,catrina zar,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,Princess Azara,princess azara,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,Gorda,gorda,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Claiming 5.5f,00:00,Silver Wishes,silver wishes,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,Leo And Royal,leo and royal,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,High Rolling Dude,high rolling dude,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,North Warden,north warden,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,Captain Creed,captain creed,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,Zaddy,zaddy,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,Hard Astray,hard astray,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 8f,00:19,Gambling Tzar,gambling tzar,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,Bustin Loose,bustin loose,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,Cash Customer,cash customer,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,Kool Kathmandu,kool kathmandu,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,El Marro,el marro,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,Emperorofthedark,emperorofthedark,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 2f,00:40,Miss Nuckols,miss nuckols,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Special Weight 6f,01:05,Junito's Boy,junito's boy,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Special Weight 6f,01:05,Doom Loop,doom loop,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Special Weight 6f,01:05,Red Cloud,red cloud,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Special Weight 6f,01:05,Eyesonthecandy,eyesonthecandy,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Maiden Special Weight 6f,01:05,The Groom's Jul,the groom's jul,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Allowance 8f,01:30,Z Dancer,z dancer,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Allowance 8f,01:30,Afraidofthebunny,afraidofthebunny,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Allowance 8f,01:30,Stomping Moon,stomping moon,3.0,2/1,us_racecards_2026-05-14.json
