date,course,race_name,race_time,horse,horse_norm,market_odds,market_odds_fractional,source_file
2026-05-14,Mountaineer,Allowance 8f,01:30,Defiant Giant,defiant giant,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Allowance 8f,01:30,Tap Em,tap em,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Allowance 8f,01:30,Mr Scatter,mr scatter,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Remys Gunsmoke,remys gunsmoke,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Grey Streak,grey streak,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Joe Phillips,joe phillips,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Holy Truth,holy truth,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Crafty Conquest,crafty conquest,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Cold Plunge,cold plunge,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Growth Capital,growth capital,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Krusin Rocket,krusin rocket,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Mountaineer,Claiming 5.5f,01:55,Southern Sense,southern sense,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Odds On Capitalism,odds on capitalism,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Brutallyhandsome A,brutallyhandsome a,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Kopi Luwak,kopi luwak,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Shipmaster,shipmaster,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Music Hall,music hall,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Bet On Big Joe,bet on big joe,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,The Ideal Dancer A,the ideal dancer a,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,22:52,Peace Out Posse,peace out posse,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Ourmatemenko N,ourmatemenko n,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Manferno,manferno,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Samhara N,samhara n,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Alta Classic A,alta classic a,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Overthinking,overthinking,3.0,2/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:14,Ameritric,ameritric,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Heza Risk Taker A,heza risk taker a,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Intimidation,intimidation,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Coalford Topguy Gb,coalford topguy gb,2.4,7/5,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Mac's Marvel,mac's marvel,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Kimble A,kimble a,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Stellar Yankee,stellar yankee,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:36,Royal Desire,royal desire,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Sinbad N,sinbad n,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Orlando Blue A,orlando blue a,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,My Ultimate Byron A,my ultimate byron a,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Be Dazzled Lou A,be dazzled lou a,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Quote Me Not N,quote me not n,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Curly James A,curly james a,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,23:59,Shakespeare,shakespeare,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Gothic Rock,gothic rock,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Aladdin,aladdin,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Deedenuto A,deedenuto a,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Saranac Blue Chip,saranac blue chip,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Shine A Light,shine a light,1.6,3/5,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Hugh Heston,hugh heston,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Manalou,manalou,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:16,Cowboy Cargo,cowboy cargo,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Itza Dangerzone A,itza dangerzone a,5.5,9/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Himself N,himself n,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,The Bigboss A,the bigboss a,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Rolling With Sam,rolling with sam,5.0,4/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Texas Holdem,texas holdem,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Gds Thunder Gb,gds thunder gb,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Majorcrowdcontrl A,majorcrowdcontrl a,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:25,Mysweetboymax,mysweetboymax,21.0,20/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Boston Bound,boston bound,2.8,9/5,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Matai Phil N,matai phil n,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Boxer Seelster,boxer seelster,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Renaldo N,renaldo n,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Escape To America,escape to america,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Little Willy,little willy,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,00:45,Soho Dow Jones A,soho dow jones a,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,The Greek Freak,the greek freak,7.0,6/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Vicious,vicious,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Copperfield,copperfield,4.0,3/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Twisted Destiny,twisted destiny,4.5,7/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Its A Me Mario,its a me mario,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Kwick Sand A,kwick sand a,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:05,Jabbar,jabbar,13.0,12/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Verdun,verdun,3.5,5/2,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Rockstar Artist A,rockstar artist a,9.0,8/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Hemsworth N,hemsworth n,6.0,5/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Catalpa Rescue A,catalpa rescue a,2.6,8/5,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Rockin Jukebox,rockin jukebox,16.0,15/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Rydingtothewire,rydingtothewire,11.0,10/1,us_racecards_2026-05-14.json
2026-05-14,Yonkers Raceway,Pace 1m,01:25,Hammering Hank,hammering hank,13.0,12/1,us_racecards_2026-05-14.json
2026-05-15,Charles Town,Starter Optional Claiming 6.5f,23:10,Masterwork,masterwork,2.8,9/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Starter Optional Claiming 6.5f,23:10,Mo Joke,mo joke,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Starter Optional Claiming 6.5f,23:10,Thank Ya Pete,thank ya pete,3.0,2/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Starter Optional Claiming 6.5f,23:10,Mchale,mchale,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Starter Optional Claiming 6.5f,23:10,Brother Conway,brother conway,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,Hardly Ever Better,hardly ever better,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,I'm Not Catty,i'm not catty,2.6,8/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,Titanio,titanio,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,This Is The Life,this is the life,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,Dadsnumbronehelpr,dadsnumbronehelpr,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,Cedar Runs Fiber,cedar runs fiber,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,23:41,Fortunate Son,fortunate son,2.8,9/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Near Dark,near dark,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Judy G,judy g,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Justice You Say,justice you say,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Sperry Chalet,sperry chalet,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Out Of Mind,out of mind,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Starship Polaris,starship polaris,2.0,1/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Maiden Claiming 7f,00:10,Turkish Tea,turkish tea,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Ridiculous,ridiculous,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Absolute Grit,absolute grit,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Macron,macron,5.5,9/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Max Forward Speed,max forward speed,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Motskari,motskari,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Manolito,manolito,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,00:35,Larz,larz,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Limit Up,limit up,2.6,8/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Sutton Valley,sutton valley,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Heaven's Got Fire,heaven's got fire,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Shea D World,shea d world,2.8,9/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Cowboy At Heart,cowboy at heart,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,Take Your Time,take your time,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 4.5f,01:02,James Gang,james gang,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Mr. Dumbledore,mr. dumbledore,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Spotafreeone,spotafreeone,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,W V Lad,w v lad,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Ray Of Sunshine,ray of sunshine,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Caffeinennicotine,caffeinennicotine,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Zachamundo,zachamundo,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 6.5f,01:32,Manny Too,manny too,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Kaylee's Spitfire,kaylee's spitfire,31.0,30/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Youthful Energy,youthful energy,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Direct Appeal,direct appeal,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Emirates Honor,emirates honor,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Indy Magic,indy magic,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Italian Symphony,italian symphony,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Shallus,shallus,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 8.5f,02:02,Flyin Mayan,flyin mayan,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Mo'o Lio,mo'o lio,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Magic Moon Spell,magic moon spell,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Forever Hustlin,forever hustlin,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Bella Italia,bella italia,3.0,2/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Gogo's Mojo,gogo's mojo,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Elusive Sionna,elusive sionna,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Langleyswaterfall,langleyswaterfall,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Miss Queue,miss queue,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Allowance 7f,02:32,Gold Dart,gold dart,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Ghost Of Alcina,ghost of alcina,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Addy Mae,addy mae,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Moonlight Mistress,moonlight mistress,2.8,9/5,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Moon Rox,moon rox,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Butterfly Effect,butterfly effect,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Modest Kay,modest kay,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Sparkleinyoureye,sparkleinyoureye,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Saronic Bay,saronic bay,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Charles Town,Claiming 7f,03:02,Tina's Back,tina's back,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Tk Eyema Dashing,tk eyema dashing,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Perrys Conn,perrys conn,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Blazin Hot Perry,blazin hot perry,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Jodys Kool Secret,jodys kool secret,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Ancient Bolt Of Fire,ancient bolt of fire,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Mda Spicy Riptide,mda spicy riptide,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Pk Silver Streak,pk silver streak,5.5,9/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 300y,23:22,Tf Majestic Eyes,tf majestic eyes,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Rl Kanguro,rl kanguro,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Bbimthatgirl,bbimthatgirl,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Too Many Dreams,too many dreams,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Gray Jam,gray jam,5.5,9/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Butter Blood,butter blood,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Mixed Blood,mixed blood,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Vf Up The Money,vf up the money,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 770y,23:49,Corona Leaving Hail,corona leaving hail,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,San Lorenzo Roses,san lorenzo roses,2.8,9/5,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,High Flying Jedi,high flying jedi,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,Black Magic Inc,black magic inc,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,Jjj Sea Yacht B,jjj sea yacht b,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,One Dashing Bug,one dashing bug,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden 250y,00:20,Valentina Niebes,valentina niebes,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Fast Dashin Spitfire,fast dashin spitfire,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Rh Marie Flash,rh marie flash,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Jrs Hiclass Cartel,jrs hiclass cartel,5.5,9/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Jrs Special Majestic,jrs special majestic,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Shez Phat,shez phat,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Sonjas Stellar Luna,sonjas stellar luna,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Claiming 300y,00:43,Lydias Going Grand,lydias going grand,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Shesa Dynasty Cartel,shesa dynasty cartel,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Lynns Sweet Angel,lynns sweet angel,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Eagle Star,eagle star,3.0,2/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Harvest Gold,harvest gold,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Shakira Train B,shakira train b,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Epiphone,epiphone,16.0,15/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Maiden Claiming 250y,00:55,Tf Painted Eagle,tf painted eagle,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Cm Heart Of An Eagle,cm heart of an eagle,11.0,10/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Its A Kvn Corona,its a kvn corona,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Pr Apollitical Dash,pr apollitical dash,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Dress Me In Blue,dress me in blue,4.5,7/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Shiny Cowgirl,shiny cowgirl,3.5,5/2,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Fdd Pilot,fdd pilot,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Tjs Dynasty,tjs dynasty,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Cindys Carter Miss,cindys carter miss,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Allowance 350y,01:20,Spotofied,spotofied,7.0,6/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,One Dashing Dove,one dashing dove,4.0,3/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Yoda,yoda,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Tm Back To Perry,tm back to perry,6.0,5/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Miss Fiscal Corona,miss fiscal corona,5.0,4/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Payasito Dream,payasito dream,9.0,8/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,San Lorenzo Patrona,san lorenzo patrona,13.0,12/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Gigi De Carmen,gigi de carmen,21.0,20/1,us_racecards_2026-05-15.json
2026-05-15,Delta Downs,Optional Claiming 300y,01:45,Ms Apolitical Ivory,ms apolitical ivory,16.0,15/1,us_racecards_2026-05-15.json
